voivodeship_id,city_PL,city_EN
8,Strzelce Opolskie,Strzelce Opolskie
8,Prudnik,Prudnik
8,Krapkowice,Krapkowice
8,Olesno,Olesno
8,Głubczyce,Głubczyce
8,Ozimek,Ozimek
8,Zdzieszowice,Zdzieszowice
8,Kolonowskie,Kolonowskie
8,Leśnica,Leśnica
8,Gogolin,Gogolin
8,Tułowice,Tułowice
8,Niemodlin,Niemodlin
8,Grodków,Grodków
8,Pakosławice,Pakosławice
8,Skoroszyce,Skoroszyce
8,Lewin Brzeski,Lewin Brzeski
8,Olszanka,Olszanka
8,Lubsza,Lubsza
8,Dobrzeń Wielki,Dobrzeń Wielki
8,Chrząstowice,Chrząstowice
8,Turawa,Turawa
8,Łubniany,Łubniany
8,Popielów,Popielów
8,Murowana Goślina,Murowana Goślina
8,Komprachcice,Komprachcice
8,Prószków,Prószków
8,Tarnów Opolski,Tarnów Opolski
8,Izbicko,Izbicko
8,Jemielnica,Jemielnica
8,Ujazd,Ujazd
8,Zawadzkie,Zawadzkie
8,Kolonowskie (wieś),Kolonowskie (wieś)
8,Lasowice Wielkie,Lasowice Wielkie
8,Rudniki,Rudniki
8,Gorzów Śląski,Gorzów Śląski
8,Praszka,Praszka
8,Dobrodzień,Dobrodzień
8,Zębowice,Zębowice
8,Radłów,Radłów
8,Baborów,Baborów
8,Kietrz,Kietrz
8,Branice,Branice
8,Pawłowiczki,Pawłowiczki
8,Reńska Wieś,Reńska Wieś
8,Cisek,Cisek
8,Bierawa,Bierawa
8,Walce,Walce
8,Głuchołazy,Głuchołazy
8,Korfantów,Korfantów
8,Lędziny,Lędziny
8,Pakosławice (wieś),Pakosławice (wieś)
8,Łambinowice,Łambinowice
8,Kamiennik,Kamiennik
8,Otmuchów,Otmuchów
8,Paczków,Paczków
8,Prudnik (wieś),Prudnik (wieś)
8,Lubrza,Lubrza
8,Biała,Biała
8,Strzeleczki,Strzeleczki
8,Krapkowice (wieś),Krapkowice (wieś)
8,Zdzieszowice (wieś),Zdzieszowice (wieś)
8,Chrząstowice (wieś),Chrząstowice (wieś)
8,Turawa (wieś),Turawa (wieś)
8,Łubniany (wieś),Łubniany (wieś)
8,Popielów (wieś),Popielów (wieś)
8,Opole (wieś),Opole (wieś)
9,Rzeszów,Rzeszów
9,Przemyśl,Przemyśl
9,Tarnobrzeg,Tarnobrzeg
9,Krosno,Krosno
9,Mielec,Mielec
9,Stalowa Wola,Stalowa Wola
9,Jarosław,Jarosław
9,Sanok,Sanok
9,Dębica,Dębica
9,Jasło,Jasło
9,Łańcut,Łańcut
9,Leżajsk,Leżajsk
9,Przeworsk,Przeworsk
9,Strzyżów,Strzyżów
9,Kolbuszowa,Kolbuszowa
9,Nisko,Nisko
9,Brzozów,Brzozów
9,Lesko,Lesko
9,Ustrzyki Dolne,Ustrzyki Dolne
9,Ropczyce,Ropczyce
9,Sędziszów Małopolski,Sędziszów Małopolski
9,Boguchwała,Boguchwała
9,Głogów Małopolski,Głogów Małopolski
9,Tyczyn,Tyczyn
9,Trzebownisko,Trzebownisko
9,Świlcza,Świlcza
9,Czarna (łańcucka),Czarna (łańcucka)
9,Białobrzegi,Białobrzegi
9,Markowa,Markowa
9,Rakszawa,Rakszawa
9,Żołynia,Żołynia
9,Nowa Sarzyna,Nowa Sarzyna
9,Grodków,Grodków
9,Kuryłówka,Kuryłówka
9,Leżajsk (wieś),Leżajsk (wieś)
9,Tryńcza,Tryńcza
9,Gać,Gać
9,Jawornik Polski,Jawornik Polski
9,Kańczuga,Kańczuga
9,Sieniawa,Sieniawa
9,Adamówka,Adamówka
9,Przeworsk (wieś),Przeworsk (wieś)
9,Chłopice,Chłopice
9,Laszki,Laszki
9,Wiązownica,Wiązownica
9,Radymno,Radymno
9,Orły,Orły
9,Żurawica,Żurawica
9,Krasiczyn,Krasiczyn
9,Krzywcza,Krzywcza
9,Bircza,Bircza
9,Dubiecko,Dubiecko
9,Przemyśl (wieś),Przemyśl (wieś)
9,Medynia Głogowska,Medynia Głogowska
9,Łukawiec,Łukawiec
9,Chmielnik,Chmielnik
9,Hyżne,Hyżne
9,Dynów,Dynów
9,Dubiecko (wieś),Dubiecko (wieś)
9,Niebylec,Niebylec
9,Frysztak,Frysztak
9,Wisłok Wielki,Wisłok Wielki
9,Komańcza,Komańcza
9,Baligród,Baligród
9,Cisna,Cisna
9,Olszanica,Olszanica
9,Solina,Solina
9,Lesko (wieś),Lesko (wieś)
9,Zagórz,Zagórz
9,Sanok (wieś),Sanok (wieś)
9,Besko,Besko
9,Zarszyn,Zarszyn
9,Brzozów (wieś),Brzozów (wieś)
9,Dydnia,Dydnia
9,Nozdrzec,Nozdrzec
9,Jasło (wieś),Jasło (wieś)
9,Kołaczyce,Kołaczyce
9,Brzyska,Brzyska
9,Skołyszyn,Skołyszyn
9,Tarnowiec,Tarnowiec
9,Osiek Jasielski,Osiek Jasielski
9,Krempna,Krempna
9,Nowy Żmigród,Nowy Żmigród
9,Dębica (wieś),Dębica (wieś)
9,Jodłowa,Jodłowa
9,Brzostek,Brzostek
9,Pilzno,Pilzno
9,Czarna (dębicka),Czarna (dębicka)
9,Żyraków,Żyraków
9,Ropczyce (wieś),Ropczyce (wieś)
9,Ostrów,Ostrów
9,Iwierzyce,Iwierzyce
9,Sędziszów Małopolski (wieś),Sędziszów Małopolski (wieś)
9,Nisko (wieś),Nisko (wieś)
9,Harasiuki,Harasiuki
9,Jarocin,Jarocin
9,Krzeszów,Krzeszów
9,Rudnik nad Sanem,Rudnik nad Sanem
9,Ulanów,Ulanów
9,Jeżowe,Jeżowe
9,Kamień,Kamień
9,Nowa Dęba,Nowa Dęba
9,Baranów Sandomierski,Baranów Sandomierski
9,Majdan Królewski,Majdan Królewski
9,Bojanów,Bojanów
9,Zaleszany,Zaleszany
9,Gorzyce,Gorzyce
9,Grębów,Grębów
9,Kolbuszowa (wieś),Kolbuszowa (wieś)
9,Niwiska,Niwiska
9,Raniżów,Raniżów
9,Dzikowiec,Dzikowiec
9,Kolbuszowa Dolna,Kolbuszowa Dolna
9,Mielec (wieś),Mielec (wieś)
9,Czermin,Czermin
9,Wadowice Górne,Wadowice Górne
9,Radomyśl Wielki,Radomyśl Wielki
9,Przecław,Przecław
9,Borowa,Borowa
9,Gawłuszowice,Gawłuszowice
10,Białystok,Białystok
10,Suwałki,Suwałki
10,Łomża,Łomża
10,Augustów,Augustów
10,Grajewo,Grajewo
10,Zambrów,Zambrów
10,Hajnówka,Hajnówka
10,Bielsk Podlaski,Bielsk Podlaski
10,Sokółka,Sokółka
10,Siemiatycze,Siemiatycze
10,Mońki,Mońki
10,Wysokie Mazowieckie,Wysokie Mazowieckie
10,Kolno,Kolno
10,Sejny,Sejny
10,Dąbrowa Białostocka,Dąbrowa Białostocka
10,Krypno,Krypno
10,Knyszyn,Knyszyn
10,Jasionówka,Jasionówka
10,Trzcianne,Trzcianne
10,Goniądz,Goniądz
10,Jaświły,Jaświły
10,Sokółka (wieś),Sokółka (wieś)
10,Korycin,Korycin
10,Suchowola,Suchowola
10,Janów,Janów
10,Kuźnica,Kuźnica
10,Lipsk,Lipsk
10,Sidra,Sidra
10,Nowy Dwór,Nowy Dwór
10,Krynki,Krynki
10,Gródek,Gródek
10,Michałowo,Michałowo
10,Zabłudów,Zabłudów
10,Choroszcz,Choroszcz
10,Juchnowiec Kościelny,Juchnowiec Kościelny
10,Turośń Kościelna,Turośń Kościelna
10,Zabłudów (wieś),Zabłudów (wieś)
10,Łapy,Łapy
10,Suraż,Suraż
10,Poświętne (podlaskie),Poświętne (podlaskie)
10,Brańsk,Brańsk
10,Orla,Orla
10,Rudka,Rudka
10,Wyszki,Wyszki
10,Bielsk Podlaski (wieś),Bielsk Podlaski (wieś)
10,Ciechanowiec,Ciechanowiec
10,Klukowo,Klukowo
10,Nowe Piekuty,Nowe Piekuty
10,Sokoły,Sokoły
10,Kobylin-Borzymy,Kobylin-Borzymy
10,Łomża (wieś),Łomża (wieś)
10,Piątnica,Piątnica
10,Wizna,Wizna
10,Jedwabne,Jedwabne
10,Przytuły,Przytuły
10,Śniadowo,Śniadowo
10,Zambrów (wieś),Zambrów (wieś)
10,Kołaki Kościelne,Kołaki Kościelne
10,Rutki,Rutki
10,Miastkowo,Miastkowo
10,Kolno (wieś),Kolno (wieś)
10,Stawiski,Stawiski
10,Mały Płock,Mały Płock
10,Turośl,Turośl
10,Grajewo (wieś),Grajewo (wieś)
10,Rajgród,Rajgród
10,Szczuczyn,Szczuczyn
10,Wąsosz,Wąsosz
10,Radziłów,Radziłów
10,Sejny (wieś),Sejny (wieś)
10,Płaska,Płaska
10,Giby,Giby
10,Krasnopol,Krasnopol
10,Puńsk,Puńsk
10,Suwałki (wieś),Suwałki (wieś)
10,Bakałarzewo,Bakałarzewo
10,Filipów,Filipów
10,Jeleniewo,Jeleniewo
10,Przerośl,Przerośl
10,Raczki,Raczki
10,Szypliszki,Szypliszki
10,Nowinka,Nowinka
10,Augustów (wieś),Augustów (wieś)
10,Bargłów Kościelny,Bargłów Kościelny
10,Giby (wieś),Giby (wieś)
10,Lipsk (wieś),Lipsk (wieś)
11,Gdańsk,Gdańsk
11,Gdynia,Gdynia
11,Sopot,Sopot
11,Słupsk,Słupsk
11,Tczew,Tczew
11,Starogard Gdański,Starogard Gdański
11,Wejherowo,Wejherowo
11,Rumia,Rumia
11,Reda,Reda
11,Lębork,Lębork
11,Kościerzyna,Kościerzyna
11,Chojnice,Chojnice
11,Człuchów,Człuchów
11,Bytów,Bytów
11,Kartuzy,Kartuzy
11,Puck,Puck
11,Hel,Hel
11,Władysławowo,Władysławowo
11,Jastarnia,Jastarnia
11,Łeba,Łeba
11,Ustka,Ustka
11,Pruszcz Gdański,Pruszcz Gdański
11,Żukowo,Żukowo
11,Sierakowice,Sierakowice
11,Somonino,Somonino
11,Stężyca,Stężyca
11,Kartuzy (wieś),Kartuzy (wieś)
11,Chmielno,Chmielno
11,Przodkowo,Przodkowo
11,Linia,Linia
11,Luzino,Luzino
11,Wejherowo (wieś),Wejherowo (wieś)
11,Łęczyce,Łęczyce
11,Choczewo,Choczewo
11,Puck (wieś),Puck (wieś)
11,Krokowa,Krokowa
11,Słupsk (wieś),Słupsk (wieś)
11,Kobylnica,Kobylnica
11,Dębnica Kaszubska,Dębnica Kaszubska
11,Damnica,Damnica
11,Główczyce,Główczyce
11,Potęgowo,Potęgowo
11,Czarna Dąbrówka,Czarna Dąbrówka
11,Bytów (wieś),Bytów (wieś)
11,Tuchomie,Tuchomie
11,Studzienice,Studzienice
11,Parchowo,Parchowo
11,Kołczygłowy,Kołczygłowy
11,Miastko,Miastko
11,Koczała,Koczała
11,Rzeczenica,Rzeczenica
11,Człuchów (wieś),Człuchów (wieś)
11,Przechlewo,Przechlewo
11,Debrzno,Debrzno
11,Koniecpol,Koniecpol
11,Chojnice (wieś),Chojnice (wieś)
11,Konarzyny,Konarzyny
11,Brusy,Brusy
11,Czersk,Czersk
11,Stara Kiszewa,Stara Kiszewa
11,Kościerzyna (wieś),Kościerzyna (wieś)
11,Nowa Karczma,Nowa Karczma
11,Lipusz,Lipusz
11,Dziemiany,Dziemiany
11,Stężyca (wieś),Stężyca (wieś)
11,Sulęczyno,Sulęczyno
11,Żukowo (wieś),Żukowo (wieś)
11,Kolbudy,Kolbudy
11,Pruszcz Gdański (wieś),Pruszcz Gdański (wieś)
11,Cedry Wielkie,Cedry Wielkie
11,Suchy Dąb,Suchy Dąb
11,Trąbki Wielkie,Trąbki Wielkie
11,Pszczółki,Pszczółki
11,Skarszewy,Skarszewy
11,Skórcz,Skórcz
11,Smętowo Graniczne,Smętowo Graniczne
11,Osiek,Osiek
11,Bobowo,Bobowo
11,Zblewo,Zblewo
11,Kaliska,Kaliska
11,Lubichowo,Lubichowo
11,Starogard Gdański (wieś),Starogard Gdański (wieś)
11,Nowy Staw,Nowy Staw
11,Nowy Dwór Gdański,Nowy Dwór Gdański
11,Stegna,Stegna
11,Sztutowo,Sztutowo
11,Ostaszewo,Ostaszewo
11,Lichnowy,Lichnowy
11,Malbork,Malbork
11,Stare Pole,Stare Pole
11,Mikołajki Pomorskie,Mikołajki Pomorskie
11,Dzierzgoń,Dzierzgoń
11,Rychliki,Rychliki
11,Stary Dzierzgoń,Stary Dzierzgoń
11,Susz,Susz
11,Kisielice,Kisielice
11,Iława,Iława
11,Zalewo,Zalewo
12,Katowice,Katowice
12,Częstochowa,Częstochowa
12,Sosnowiec,Sosnowiec
12,Gliwice,Gliwice
12,Zabrze,Zabrze
12,Bytom,Bytom
12,Ruda Śląska,Ruda Śląska
12,Rybnik,Rybnik
12,Tychy,Tychy
12,Dąbrowa Górnicza,Dąbrowa Górnicza
12,Chorzów,Chorzów
12,Jaworzno,Jaworzno
12,Jastrzębie-Zdrój,Jastrzębie-Zdrój
12,Mysłowice,Mysłowice
12,Siemianowice Śląskie,Siemianowice Śląskie
12,Żory,Żory
12,Piekary Śląskie,Piekary Śląskie
12,Świętochłowice,Świętochłowice
12,Bielsko-Biała,Bielsko-Biała
12,Czechowice-Dziedzice,Czechowice-Dziedzice
12,Cieszyn,Cieszyn
12,Ustroń,Ustroń
12,Skoczów,Skoczów
12,Żywiec,Żywiec
12,Wodzisław Śląski,Wodzisław Śląski
12,Racibórz,Racibórz
12,Kłobuck,Kłobuck
12,Lubliniec,Lubliniec
12,Tarnowskie Góry,Tarnowskie Góry
12,Mikołów,Mikołów
12,Łaziska Górne,Łaziska Górne
12,Orzesze,Orzesze
12,Knurów,Knurów
12,Pyskowice,Pyskowice
12,Strzelce Opolskie,Strzelce Opolskie
12,Zawiercie,Zawiercie
12,Poręba,Poręba
12,Siewierz,Siewierz
12,Wojkowice,Wojkowice
12,Będzin,Będzin
12,Czeladź,Czeladź
12,Radzionków,Radzionków
12,Tarnowskie Góry (wieś),Tarnowskie Góry (wieś)
12,Kalety,Kalety
12,Miasteczko Śląskie,Miasteczko Śląskie
12,Woźniki,Woźniki
12,Lubliniec (wieś),Lubliniec (wieś)
12,Herby,Herby
12,Boronów,Boronów
12,Koszęcin,Koszęcin
12,Konopiska,Konopiska
12,Blachownia,Blachownia
12,Koniecpol,Koniecpol
12,Wręczyca Wielka,Wręczyca Wielka
12,Przystajń,Przystajń
12,Krzepice,Krzepice
12,Popów,Popów
12,Lipie,Lipie
12,Poczesna,Poczesna
12,Kłobuck (wieś),Kłobuck (wieś)
12,Poraj,Poraj
12,Myszków,Myszków
12,Żarki,Żarki
12,Koziegłowy,Koziegłowy
12,Niegowa,Niegowa
12,Janów,Janów
12,Starcza,Starcza
12,Olsztyn,Olsztyn
12,Mstów,Mstów
12,Rędziny,Rędziny
12,Kamińsk,Kamińsk
12,Psary,Psary
12,Bobrowniki,Bobrowniki
12,Ożarowice,Ożarowice
12,Siewierz (wieś),Siewierz (wieś)
12,Sławków,Sławków
12,Ogrodzieniec,Ogrodzieniec
12,Pilica,Pilica
12,Irządze,Irządze
12,Kroczyce,Kroczyce
12,Łazy,Łazy
12,Zawiercie (wieś),Zawiercie (wieś)
12,Poręba (wieś),Poręba (wieś)
12,Żarnowiec,Żarnowiec
12,Rybnik (wieś),Rybnik (wieś)
12,Gaszowice,Gaszowice
12,Lyski,Lyski
12,Jejkowice,Jejkowice
12,Świerklany,Świerklany
12,Jankowice Rybnickie,Jankowice Rybnickie
12,Czerwionka-Leszczyny,Czerwionka-Leszczyny
12,Pawłowice,Pawłowice
12,Suszec,Suszec
12,Żory (wieś),Żory (wieś)
12,Mszana,Mszana
12,Godów,Godów
12,Gorzyce,Gorzyce
12,Wodzisław Śląski (wieś),Wodzisław Śląski (wieś)
12,Racibórz (wieś),Racibórz (wieś)
12,Kornowac,Kornowac
12,Krzanowice,Krzanowice
12,Krzanowice (wieś),Krzanowice (wieś)
12,Nędza,Nędza
12,Rudnik,Rudnik
12,Pietrowice Wielkie,Pietrowice Wielkie
12,Kuźnia Raciborska,Kuźnia Raciborska
12,Sośnicowice,Sośnicowice
12,Gierałtowice,Gierałtowice
12,Pilchowice,Pilchowice
12,Toszek,Toszek
12,Rudziniec,Rudziniec
12,Wielowieś,Wielowieś
12,Pyskowice (wieś),Pyskowice (wieś)
12,Gliwice (wieś),Gliwice (wieś)
12,Ornontowice,Ornontowice
12,Wyry,Wyry
12,Kobiór,Kobiór
12,Bieruń,Bieruń
12,Imielin,Imielin
12,Lędziny,Lędziny
12,Bojszowy,Bojszowy
12,Chełm Śląski,Chełm Śląski
13,Kielce,Kielce
13,Ostrowiec Świętokrzyski,Ostrowiec Świętokrzyski
13,Starachowice,Starachowice
13,Skarżysko-Kamienna,Skarżysko-Kamienna
13,Sandomierz,Sandomierz
13,Końskie,Końskie
13,Busko-Zdrój,Busko-Zdrój
13,Staszów,Staszów
13,Jędrzejów,Jędrzejów
13,Pińczów,Pińczów
13,Kazimierza Wielka,Kazimierza Wielka
13,Włoszczowa,Włoszczowa
13,Opatów,Opatów
13,Ożarów,Ożarów
13,Ćmielów,Ćmielów
13,Bodzechów,Bodzechów
13,Bałtów,Bałtów
13,Kunów,Kunów
13,Pawłów,Pawłów
13,Brody,Brody
13,Wąchock,Wąchock
13,Skarżysko Kościelne,Skarżysko Kościelne
13,Bliżyn,Bliżyn
13,Suchedniów,Suchedniów
13,Zagnańsk,Zagnańsk
13,Mniów,Mniów
13,Piekoszów,Piekoszów
13,Miedziana Góra,Miedziana Góra
13,Masłów,Masłów
13,Górno,Górno
13,Bieliny,Bieliny
13,Daleszyce,Daleszyce
13,Morawica,Morawica
13,Chmielnik,Chmielnik
13,Pierzchnica,Pierzchnica
13,Działoszyce,Działoszyce
13,Kije,Kije
13,Złota,Złota
13,Wiślica,Wiślica
13,Nowy Korczyn,Nowy Korczyn
13,Pacanów,Pacanów
13,Solec-Zdrój,Solec-Zdrój
13,Tuczępy,Tuczępy
13,Stopnica,Stopnica
13,Połaniec,Połaniec
13,Osiek,Osiek
13,Rytwiany,Rytwiany
13,Bogoria,Bogoria
13,Szydłów,Szydłów
13,Oleśnica,Oleśnica
13,Łubnice,Łubnice
13,Staszów (wieś),Staszów (wieś)
13,Iwaniska,Iwaniska
13,Sadowie,Sadowie
13,Lipnik,Lipnik
13,Tarłów,Tarłów
13,Wojciechowice,Wojciechowice
13,Opatów (wieś),Opatów (wieś)
13,Obrazów,Obrazów
13,Klimontów,Klimontów
13,Wilczyce,Wilczyce
13,Dwikozy,Dwikozy
13,Samborzec,Samborzec
13,Koprzywnica,Koprzywnica
13,Łoniów,Łoniów
13,Osiek (sandomierski),Osiek (sandomierski)
13,Staszów (wieś),Staszów (wieś)
13,Włoszczowa (wieś),Włoszczowa (wieś)
13,Krasocin,Krasocin
13,Radków,Radków
13,Secemin,Secemin
13,Kluczewsko,Kluczewsko
13,Małogoszcz,Małogoszcz
13,Oksa,Oksa
13,Sędziszów,Sędziszów
13,Imielno,Imielno
13,Wodzisław,Wodzisław
13,Jędrzejów (wieś),Jędrzejów (wieś)
14,Olsztyn,Olsztyn
14,Elbląg,Elbląg
14,Ełk,Ełk
14,Ostróda,Ostróda
14,Iława,Iława
14,Giżycko,Giżycko
14,Kętrzyn,Kętrzyn
14,Bartoszyce,Bartoszyce
14,Mrągowo,Mrągowo
14,Szczytno,Szczytno
14,Pisz,Pisz
14,Braniewo,Braniewo
14,Działdowo,Działdowo
14,Nidzica,Nidzica
14,Lidzbark Warmiński,Lidzbark Warmiński
14,Gołdap,Gołdap
14,Węgorzewo,Węgorzewo
14,Nowe Miasto Lubawskie,Nowe Miasto Lubawskie
14,Pasłęk,Pasłęk
14,Orneta,Orneta
14,Morąg,Morąg
14,Frombork,Frombork
14,Młynary,Młynary
14,Elbląg (wieś),Elbląg (wieś)
14,Gronowo Elbląskie,Gronowo Elbląskie
14,Markusy,Markusy
14,Rychliki,Rychliki
14,Godkowo,Godkowo
14,Wilczęta,Wilczęta
14,Płoskinia,Płoskinia
14,Lelkowo,Lelkowo
14,Pieniężno,Pieniężno
14,Braniewo (wieś),Braniewo (wieś)
14,Lidzbark Warmiński (wieś),Lidzbark Warmiński (wieś)
14,Kiwity,Kiwity
14,Lubomino,Lubomino
14,Orneta (wieś),Orneta (wieś)
14,Dobre Miasto,Dobre Miasto
14,Jeziorany,Jeziorany
14,Świątki,Świątki
14,Barczewo,Barczewo
14,Jonkowo,Jonkowo
14,Stawiguda,Stawiguda
14,Purda,Purda
14,Olsztynek,Olsztynek
14,Gietrzwałd,Gietrzwałd
14,Pasym,Pasym
14,Szczytno (wieś),Szczytno (wieś)
14,Jedwabno,Jedwabno
14,Świętajno (szczycieńskie),Świętajno (szczycieńskie)
14,Wielbark,Wielbark
14,Dźwierzuty,Dźwierzuty
14,Mrągowo (wieś),Mrągowo (wieś)
14,Piecki,Piecki
14,Sorkwity,Sorkwity
14,Mikołajki,Mikołajki
14,Ryn,Ryn
14,Giżycko (wieś),Giżycko (wieś)
14,Wydminy,Wydminy
14,Miłki,Miłki
14,Kruklanki,Kruklanki
14,Węgorzewo (wieś),Węgorzewo (wieś)
14,Banie Mazurskie,Banie Mazurskie
14,Pozezdrze,Pozezdrze
14,Kętrzyn (wieś),Kętrzyn (wieś)
14,Reszel,Reszel
14,Korsze,Korsze
14,Barciany,Barciany
14,Srokowo,Srokowo
14,Pisz (wieś),Pisz (wieś)
14,Biała Piska,Biała Piska
14,Orzysz,Orzysz
14,Ruciane-Nida,Ruciane-Nida
14,Świętajno (oleckie),Świętajno (oleckie)
14,Ełk (wieś),Ełk (wieś)
14,Prostki,Prostki
14,Kalinowo,Kalinowo
14,Olecko,Olecko
14,Kowale Oleckie,Kowale Oleckie
14,Wieliczki,Wieliczki
14,Gołdap (wieś),Gołdap (wieś)
14,Dubeninki,Dubeninki
14,Iława (wieś),Iława (wieś)
14,Lubawa,Lubawa
14,Kisielice,Kisielice
14,Zalewo,Zalewo
14,Susz,Susz
14,Nowe Miasto Lubawskie (wieś),Nowe Miasto Lubawskie (wieś)
14,Grodziczno,Grodziczno
14,Kurzętnik,Kurzętnik
14,Działdowo (wieś),Działdowo (wieś)
14,Płośnica,Płośnica
14,Rybno,Rybno
14,Lidzbark,Lidzbark
15,Poznań,Poznań
15,Kalisz,Kalisz
15,Konin,Konin
15,Leszno,Leszno
15,Gniezno,Gniezno
15,Piła,Piła
15,Ostrów Wielkopolski,Ostrów Wielkopolski
15,Września,Września
15,Jarocin,Jarocin
15,Ostrzeszów,Ostrzeszów
15,Kępno,Kępno
15,Kościan,Kościan
15,Śrem,Śrem
15,Środa Wielkopolska,Środa Wielkopolska
15,Nowy Tomyśl,Nowy Tomyśl
15,Grodzisk Wielkopolski,Grodzisk Wielkopolski
15,Wolsztyn,Wolsztyn
15,Międzychód,Międzychód
15,Szamotuły,Szamotuły
15,Oborniki,Oborniki
15,Czarnków,Czarnków
15,Trzcianka,Trzcianka
15,Chodzież,Chodzież
15,Wągrowiec,Wągrowiec
15,Złotów,Złotów
15,Rawicz,Rawicz
15,Wągrowiec (wieś),Wągrowiec (wieś)
15,Margonin,Margonin
15,Rogoźno,Rogoźno
15,Murowana Goślina,Murowana Goślina
15,Swarzędz,Swarzędz
15,Kostrzyn,Kostrzyn
15,Pobiedziska,Pobiedziska
15,Czerwonak,Czerwonak
15,Suchy Las,Suchy Las
15,Luboń,Luboń
15,Puszczykowo,Puszczykowo
15,Komorniki,Komorniki
15,Dopiewo,Dopiewo
15,Buk,Buk
15,Stęszew,Stęszew
15,Kórnik,Kórnik
15,Rokietnica,Rokietnica
15,Tarnowo Podgórne,Tarnowo Podgórne
15,Kaźmierz,Kaźmierz
15,Obrzycko,Obrzycko
15,Ostroróg,Ostroróg
15,Szamotuły (wieś),Szamotuły (wieś)
15,Międzychód (wieś),Międzychód (wieś)
15,Sieraków,Sieraków
15,Kwilcz,Kwilcz
15,Chrzypsko Wielkie,Chrzypsko Wielkie
15,Wronki,Wronki
15,Drawsko,Drawsko
15,Czarnków (wieś),Czarnków (wieś)
15,Połajewo,Połajewo
15,Lubasz,Lubasz
15,Trzcianka (wieś),Trzcianka (wieś)
15,Krajenka,Krajenka
15,Okonek,Okonek
15,Jastrowie,Jastrowie
15,Lipka,Lipka
15,Złotów (wieś),Złotów (wieś)
15,Koło,Koło
15,Turek,Turek
15,Słupca,Słupca
15,Konin (wieś),Konin (wieś)
15,Stare Miasto,Stare Miasto
15,Golina,Golina
15,Rychwał,Rychwał
15,Ślesin,Ślesin
15,Sompolno,Sompolno
15,Kramsk,Kramsk
15,Kleczew,Kleczew
15,Wilczyn,Wilczyn
15,Kościelec,Kościelec
15,Babiak,Babiak
15,Osiek Mały,Osiek Mały
15,Koło (wieś),Koło (wieś)
15,Turek (wieś),Turek (wieś)
15,Przykona,Przykona
15,Kawęczyn,Kawęczyn
15,Dobra,Dobra
15,Tuliszków,Tuliszków
15,Malanów,Malanów
15,Słupca (wieś),Słupca (wieś)
15,Strzałkowo,Strzałkowo
15,Lądek,Lądek
15,Orchowo,Orchowo
15,Zagórów,Zagórów
15,Września (wieś),Września (wieś)
15,Nekla,Nekla
15,Kołaczkowo,Kołaczkowo
15,Miłosław,Miłosław
15,Pyzdry,Pyzdry
15,Jarocin (wieś),Jarocin (wieś)
15,Żerków,Żerków
15,Nowe Miasto nad Wartą,Nowe Miasto nad Wartą
15,Kotlin,Kotlin
15,Golina (jarocińska),Golina (jarocińska)
15,Ostrów Wielkopolski (wieś),Ostrów Wielkopolski (wieś)
15,Nowe Skalmierzyce,Nowe Skalmierzyce
15,Raszków,Raszków
15,Sieroszewice,Sieroszewice
15,Odolanów,Odolanów
15,Przygodzice,Przygodzice
15,Kępno (wieś),Kępno (wieś)
15,Baranów,Baranów
15,Łęka Opatowska,Łęka Opatowska
15,Bralin,Bralin
15,Perzów,Perzów
15,Ostrzeszów (wieś),Ostrzeszów (wieś)
15,Kobyla Góra,Kobyla Góra
15,Mikstat,Mikstat
15,Doruchów,Doruchów
15,Grabów nad Prosną,Grabów nad Prosną
15,Kościan (wieś),Kościan (wieś)
15,Czempiń,Czempiń
15,Śmigiel,Śmigiel
15,Krzywiń,Krzywiń
15,Śrem (wieś),Śrem (wieś)
15,Książ Wielkopolski,Książ Wielkopolski
15,Dolsk,Dolsk
15,Brodnica,Brodnica
15,Zaniemyśl,Zaniemyśl
15,Środa Wielkopolska (wieś),Środa Wielkopolska (wieś)
15,Nowe Miasto nad Wartą (wieś),Nowe Miasto nad Wartą (wieś)
15,Nowy Tomyśl (wieś),Nowy Tomyśl (wieś)
15,Zbąszyń,Zbąszyń
15,Lwówek,Lwówek
15,Miedzichowo,Miedzichowo
15,Opalenica,Opalenica
15,Kuślin,Kuślin
15,Grodzisk Wielkopolski (wieś),Grodzisk Wielkopolski (wieś)
15,Rakoniewice,Rakoniewice
15,Wolsztyn (wieś),Wolsztyn (wieś)
15,Siedlec,Siedlec
15,Przemęt,Przemęt
16,Szczecin,Szczecin
16,Koszalin,Koszalin
16,Kołobrzeg,Kołobrzeg
16,Stargard,Stargard
16,Świnoujście,Świnoujście
16,Police,Police
16,Goleniów,Goleniów
16,Gryfino,Gryfino
16,Gryfice,Gryfice
16,Kamień Pomorski,Kamień Pomorski
16,Świdwin,Świdwin
16,Drawsko Pomorskie,Drawsko Pomorskie
16,Wałcz,Wałcz
16,Szczecinek,Szczecinek
16,Białogard,Białogard
16,Łobez,Łobez
16,Myślibórz,Myślibórz
16,Choszczno,Choszczno
16,Barlinek,Barlinek
16,Nowogard,Nowogard
16,Resko,Resko
16,Płoty,Płoty
16,Karlino,Karlino
16,Tychowo,Tychowo
16,Połczyn-Zdrój,Połczyn-Zdrój
16,Złocieniec,Złocieniec
16,Czaplinek,Czaplinek
16,Kalisz Pomorski,Kalisz Pomorski
